-1.498190569437478459e+01,-1.442479839142889020e+01,-1.524954667400322528e+01,-1.503576039414887511e+01
-1.419726894370553438e+01,-1.357548690474000530e+01,-1.434847870699724304e+01,-1.510669711103711421e+01
-1.328976764663184973e+01,-1.227927081838297063e+01,-1.379385490016086280e+01,-1.438347745568722225e+01
-1.225259533841992443e+01,-1.126975622025043577e+01,-1.258426584673988025e+01,-1.342964730126799644e+01
-1.132552023185205137e+01,-1.032983873316849177e+01,-1.106484996871533966e+01,-1.255365983003849806e+01
-1.036210085593345553e+01,-9.399730729234605064e+00,-9.943868426393159154e+00,-1.140129601914964041e+01
-9.624200080800797252e+00,-8.455094345198087780e+00,-9.084816552734681139e+00,-1.064101641973177337e+01
-8.565762812415158578e+00,-7.624959339615619669e+00,-7.778935653583527454e+00,-9.553717120795219842e+00
-7.432186678058230633e+00,-6.445370255444651697e+00,-6.627711866606857072e+00,-8.686202029133678337e+00
-6.369599736951590430e+00,-5.524806360556154594e+00,-5.712933913078126480e+00,-7.328728252092959750e+00
-5.534780669432109335e+00,-4.479256818273796625e+00,-4.824324593377508741e+00,-6.484614606838359663e+00
-4.306389001790853044e+00,-4.269008879682578694e+00,-3.405110472274920586e+00,-5.479263519876801602e+00
-1.528213129388307401e+01,-1.447959299868374217e+01,-1.647979205177997386e+01,-1.531123207444066736e+01
-1.430269500182389031e+01,-1.373627898815736437e+01,-1.553894499749683966e+01,-1.554371104792197933e+01
-1.343303608926564507e+01,-1.232943318357733631e+01,-1.467209585079359080e+01,-1.479386005217175892e+01
-1.232561933631229145e+01,-1.124510166247556953e+01,-1.411204142063201949e+01,-1.358439098840931436e+01
-1.128765930816233620e+01,-9.963293110315632362e+00,-1.224678060574719929e+01,-1.253307814187944658e+01
-1.055285008507556377e+01,-9.131998755854082717e+00,-1.130736604194197348e+01,-1.137733934220670484e+01
-9.506403730824031229e+00,-7.675082871213918523e+00,-1.189629787662309468e+01,-1.028039323708091146e+01
-8.542176308013662123e+00,-6.547434402518733876e+00,-1.636360381205979309e+01,-9.102357593635030497e+00
-7.444076787662547545e+00,-5.319555017099665051e+00,-1.043638947569437825e+01,-7.974433741408240017e+00
-6.348068150352347061e+00,-4.244129324761937383e+00,-6.585738054869416658e+00,-7.314969684891145185e+00
-5.423768058526906799e+00,-3.162551554993743963e+00,-3.792660567468134403e+00,-5.592062040846469628e+00
-4.622760427008482331e+00,-3.548986675028330318e+00,-2.616089195059096095e+00,-4.477649877812348578e+00
-1.556990209326661301e+01,-2.250492478951193576e+01,-1.833152772736761094e+01,-1.672758151692333684e+01
-1.460779541705788276e+01,-2.298840541428841178e+01,-9.447999838052550103e+01,-1.576984430412264615e+01
-1.340170329929810045e+01,-1.741420258418148137e+01,-7.992048381015659686e+01,-1.383345896593902324e+01
-1.209310933368836949e+01,-1.855263050303961592e+01,-7.963539940091364144e+01,-1.330005954969083781e+01
-1.133197398578682602e+01,-1.601236598930927002e+01,-7.646458468626698846e+01,-1.197964721385304898e+01
-1.020734415398040440e+01,-1.449830365331957260e+01,-7.151040284763975308e+01,-1.152274224098588995e+01
-9.028856227514342692e+00,-1.123488468639772542e+01,-8.141245544632124620e+01,-9.848693489474175777e+00
-7.980049064141340409e+00,-8.596638730843146448e+00,-6.848491481841008977e+01,-8.668376501465358430e+00
-7.145131656625048677e+00,-6.688283983608582339e+00,-8.067098595976962372e+01,-6.819696634090378851e+00
-5.480332363194160727e+00,-1.000372384930229330e+01,-6.800810955431985860e+01,-1.008012306208308395e+01
-3.718753238051501597e+00,-2.015935916462648247e+00,-9.256362815521762855e+01,-6.431145400194129280e+00
-3.472531692429229544e+00,-2.063856326288581844e+00,-9.999999999999995559e-01,-6.892136833812034347e+00
-1.648220464819354447e+01,-1.198853554463497346e+02,-1.834858796840177675e+01,-2.046417400987072810e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
